"trans_id","lang","translation"
"福沢口","ja-Hrkt","フクザワグチ"
"福泊","en","Fukudomari"
"福泊","ja","福泊"
"福泊","ja-Hrkt","フクドマリ"
"福浜校前","en","Fukuhamako-mae"
"福浜校前","ja","福浜校前"
"福浜校前","ja-Hrkt","フクハマコウマエ"
"福渡","en","Fukuwatari"
"福渡","ja","福渡"
"福渡","ja-Hrkt","フクワタリ"
"福渡小学校","en","Fukuwatari Shogakko"
"福渡小学校","ja","福渡小学校"
"福渡小学校","ja-Hrkt","フクワタリショウガッコウ"
"ＪＡ福渡支所前","en","JA Fukuwatari Shisho-mae"
"ＪＡ福渡支所前","ja","ＪＡ福渡支所前"
"ＪＡ福渡支所前","ja-Hrkt","ジェイエイフクワタリシショマエ"
"福渡病院","en","Fukuwatari Byoin"
"福渡病院","ja","福渡病院"
"福渡病院","ja-Hrkt","フクワタリビョウイン"
"福渡郵便局","en","Fukuwatari Yubinkyoku"
"福渡郵便局","ja","福渡郵便局"
"福渡郵便局","ja-Hrkt","フクワタリユウビンキョク"
"福渡駅","en","Fukuwatari Sta."
"福渡駅","ja","福渡駅"
"福渡駅","ja-Hrkt","フクワタリエキ"
"福田","en","Fukuda"
"福田","ja","福田"
"福田","ja-Hrkt","フクダ"
"福田公会堂前","en","Fukuda Kokaido-mae"
"福田公会堂前","ja","福田公会堂前"
"福田公会堂前","ja-Hrkt","フクダコウカイドウマエ"
"福田南","en","Fukuda-minami"
"福田南","ja","福田南"
"福田南","ja-Hrkt","フクダミナミ"
"福田橋","en","Fukudabashi"
"福田橋","ja","福田橋"
"福田橋","ja-Hrkt","フクダバシ"
"福谷中","en","Fukutani-naka"
"福谷中","ja","福谷中"
"福谷中","ja-Hrkt","フクタニナカ"
"福谷東","en","Fukutani-higashi"
"福谷東","ja","福谷東"
"福谷東","ja-Hrkt","フクタニヒガシ"
"福谷西","en","Fukutani-nishi"
"福谷西","ja","福谷西"
"福谷西","ja-Hrkt","フクタニニシ"
"禾津","en","Inatsu"
"禾津","ja","禾津"
"禾津","ja-Hrkt","イナツ"
"禾津局前","en","Inatsukyoku-mae"
"禾津局前","ja","禾津局前"
"禾津局前","ja-Hrkt","イナツキョクマエ"
"秀天橋","en","Shutembashi"
"秀天橋","ja","秀天橋"
"秀天橋","ja-Hrkt","シュウテンバシ"
"秦","en","Hada"
"秦","ja","秦"
"秦","ja-Hrkt","ハダ"
"稲荷参道口","en","Inari Sando-guchi"
"稲荷参道口","ja","稲荷参道口"
"稲荷参道口","ja-Hrkt","イナリサンドウグチ"
"稲荷山（最上稲荷）","en","Inariyama"
"稲荷山（最上稲荷）","ja","稲荷山（最上稲荷）"
"稲荷山（最上稲荷）","ja-Hrkt","イナリヤマ"
"穴場神社前","en","Anaba Jinja-mae（Anaba Shrine）"
"穴場神社前","ja","穴場神社前"
"穴場神社前","ja-Hrkt","アナバジンジャマエ"
"立田","en","Tazuta"
"立田","ja","立田"
"立田","ja-Hrkt","タヅタ"
"竜の口","en","Tatsunokuchi"
"竜の口","ja","竜の口"
"竜の口","ja-Hrkt","タツノクチ"
"竜王","en","Ryuo"
"竜王","ja","竜王"
"竜王","ja-Hrkt","リュウオウ"
"竹部上","en","Takebenokami"
"竹部上","ja","竹部上"
"竹部上","ja-Hrkt","タケベカミ"
"竹部公民館前","en","Takebe Kominkan-mae"
"竹部公民館前","ja","竹部公民館前"
"竹部公民館前","ja-Hrkt","タケベコウミンカンマエ"
"笑田","en","Warouda"
"笑田","ja","笑田"
"笑田","ja-Hrkt","ワロウダ"
"笑田公民館","en","Warouda Kominkan"
"笑田公民館","ja","笑田公民館"
"笑田公民館","ja-Hrkt","ワロウダコウミンカン"
"第２ダム","en","Daini Dam"
"第２ダム","ja","第２ダム"
"第２ダム","ja-Hrkt","ダイニダム"
"第一ひかりこども園前","en","Daiichi Hikari Kodomoen-mae"
"第一ひかりこども園前","ja","第一ひかりこども園前"
"第一ひかりこども園前","ja-Hrkt","ダイイチヒカリコドモエンマエ"
"第二野関","en","Daini Nozeki"
"第二野関","ja","第二野関"
"第二野関","ja-Hrkt","ダイニノゼキ"
"笹沖","en","Sasaoki"
"笹沖","ja","笹沖"
"笹沖","ja-Hrkt","ササオキ"
"笹ケ瀬","en","Sasagase"
"笹ケ瀬","ja","笹ケ瀬"
"笹ケ瀬","ja-Hrkt","ササガセ"
"笹ヶ瀬","en","Sasagase"
"笹ヶ瀬","ja","笹ヶ瀬"
"笹ヶ瀬","ja-Hrkt","ササガセ"
"箕地","en","Minoji"
"箕地","ja","箕地"
"箕地","ja-Hrkt","ミノヂ"
"箕地橋西詰","en","Minojibashinishizume"
"箕地橋西詰","ja","箕地橋西詰"
"箕地橋西詰","ja-Hrkt","ミノヂバシニシヅメ"
"管理事務所","en","Kanri-jimusho"
"管理事務所","ja","管理事務所"
"管理事務所","ja-Hrkt","カンリジムショ"
"箱岩橋","en","Hakoiwaibashi"
"箱岩橋","ja","箱岩橋"
"箱岩橋","ja-Hrkt","ハコイワバシ"
"築港元町","en","Chikko Motomachi"
"築港元町","ja","築港元町"
"築港元町","ja-Hrkt","チッコウモトマチ"
"築港新町","en","Chikkoshinmachi"
"築港新町","ja","築港新町"
"築港新町","ja-Hrkt","チッコウシンマチ"
"築港栄町","en","Chikkosakaemachi"
"築港栄町","ja","築港栄町"
"築港栄町","ja-Hrkt","チッコウサカエマチ"
"築港銀座","en","Chikkoginza"
"築港銀座","ja","築港銀座"
"築港銀座","ja-Hrkt","チッコウギンザ"
"米倉","en","Yonegura"
"米倉","ja","米倉"
"米倉","ja-Hrkt","ヨネグラ"
"米子駅","en","Yonago Sta."
"米子駅","ja","米子駅"
"米子駅","ja-Hrkt","ヨナゴエキ"
"米崎","en","Komezaki"
"米崎","ja","米崎"
"米崎","ja-Hrkt","コメザキ"
"米沢町十字路","en","Yonezawacho jujiro"
"米沢町十字路","ja","米沢町十字路"
"米沢町十字路","ja-Hrkt","ヨネザワチョウジュウジロ"
"籾保","en","Momiho"
"籾保","ja","籾保"
"籾保","ja-Hrkt","モミホ"
"精思高校霞丘校入口","en","Seishi Koko Kasumigaokako Iriguchi"
"精思高校霞丘校入口","ja","精思高校霞丘校入口"
"精思高校霞丘校入口","ja-Hrkt","セイシコウコウカスミガオカコウイリグチ"
"精神科医療センター前","en","Seishinka Iryo Center-mae"
"精神科医療センター前","ja","精神科医療センター前"
"精神科医療センター前","ja-Hrkt","セイシンカイリョウセンターマエ"
"精神科医療センター西","en","Seishinka Iryo Center-nishi"
"精神科医療センター西","ja","精神科医療センター西"
"精神科医療センター西","ja-Hrkt","セイシンカイリョウセンターニシ"
"紅葉橋","en","Momijibashi"
"紅葉橋","ja","紅葉橋"
"紅葉橋","ja-Hrkt","モミジバシ"
"紙屋","en","Kamiya"
"紙屋","ja","紙屋"
"紙屋","ja-Hrkt","カミヤ"
"紙工","en","Shitori"
"紙工","ja","紙工"
"紙工","ja-Hrkt","シトリ"
"紙工上","en","Shitori-kami"
"紙工上","ja","紙工上"
"紙工上","ja-Hrkt","シトリカミ"
"細田","en","Hosoda"
"細田","ja","細田"
"細田","ja-Hrkt","ホソダ"
"細田病院前","en","Hosoda Byoin-mae"
"細田病院前","ja","細田病院前"
"細田病院前","ja-Hrkt","ホソダビョウインマエ"
"紺浦","en","Konnoura"
"紺浦","ja","紺浦"
"紺浦","ja-Hrkt","コンノウラ"
"紺浦口","en","Konnouraguchi"
"紺浦口","ja","紺浦口"
"紺浦口","ja-Hrkt","コンノウラグチ"
"紺浦西","en","Konnoura-nishi"
"紺浦西","ja","紺浦西"
"紺浦西","ja-Hrkt","コンノウラニシ"
"組入口","en","Kumi-Iriguchi"
"組入口","ja","組入口"
"組入口","ja-Hrkt","クミイリグチ"
"網浜","en","Aminohama"
"網浜","ja","網浜"
"網浜","ja-Hrkt","アミノハマ"
"網浜下","en","Aminohama-shimo"
"網浜下","ja","網浜下"
"網浜下","ja-Hrkt","アミノハマシモ"
"網浜中","en","Aminohama-naka"
"網浜中","ja","網浜中"
"網浜中","ja-Hrkt","アミノハマナカ"
"綾浦","en","Ayaura"
"綾浦","ja","綾浦"
"綾浦","ja-Hrkt","アヤウラ"
"綾部","en","Ayabe"
"綾部","ja","綾部"
"綾部","ja-Hrkt","アヤベ"
"総合市場前","en","Sogo Ichiba-mae"
"総合市場前","ja","総合市場前"
"総合市場前","ja-Hrkt","ソウゴウイチバマエ"
"総社バスセンター","en","Soja Bus Center"
"総社バスセンター","ja","総社バスセンター"
"総社バスセンター","ja-Hrkt","ソウジャバスセンター"
"総社中学校前","en","Soja Chugakko-mae"
"総社中学校前","ja","総社中学校前"
"総社中学校前","ja-Hrkt","ソウジャチュウガッコウマエ"
"サンワーク総社前","en","Sanwaku Soja-mae"
"サンワーク総社前","ja","サンワーク総社前"
"サンワーク総社前","ja-Hrkt","サンワークソウジャマエ"
"総社南高北","en","Sojaminamiko-kita"
"総社南高北","ja","総社南高北"
"総社南高北","ja-Hrkt","ソウジャミナミコウキタ"
"総社大橋西詰","en","Sojaohashi Nishizume"
"総社大橋西詰","ja","総社大橋西詰"
"総社大橋西詰","ja-Hrkt","ソウジャオオハシニシヅメ"
"総社車庫","en","Soja Shako"
"総社車庫","ja","総社車庫"
"総社車庫","ja-Hrkt","ソウジャシャコ"
"総社駅","en","Soja Sta."
"総社駅","ja","総社駅"
"総社駅","ja-Hrkt","ソウジャエキ"
"緑ケ丘団地入口","en","Midorigaoka Danchi Iriguchi"
"緑ケ丘団地入口","ja","緑ケ丘団地入口"
"緑ケ丘団地入口","ja-Hrkt","ミドリガオカダンチイリグチ"
"緑町","en","Midorimachi"
"緑町","ja","緑町"
"緑町","ja-Hrkt","ミドリマチ"
"美作大学前","en","Mimasaka Daigaku-mae"
"美作大学前","ja","美作大学前"
"美作大学前","ja-Hrkt","ミマサカダイガクマエ"
"美原","en","Mihara"
"美原","ja","美原"
"美原","ja-Hrkt","ミハラ"
"美和山古墳前","en","Miwayamakofun-mae"
"美和山古墳前","ja","美和山古墳前"
"美和山古墳前","ja-Hrkt","ミワヤマコフンマエ"
"美土地","en","Midochi"
"美土地","ja","美土地"
"美土地","ja-Hrkt","ミドチ"
"美甘上","en","Mikamo-kami"
"美甘上","ja","美甘上"
"美甘上","ja-Hrkt","ミカモカミ"
"美甘中学校前","en","Mikamo Chugakko-mae"
"美甘中学校前","ja","美甘中学校前"
"美甘中学校前","ja-Hrkt","ミカモチュウガッコウマエ"
"美甘保育園前","en","Mikamo Hoikuen-mae"
"美甘保育園前","ja","美甘保育園前"
"美甘保育園前","ja-Hrkt","ミカモホイクエンマエ"
"美術館前・RSK本社前","en","Bijutsukan-mae RSK Honsha-mae"
"美術館前・RSK本社前","ja","美術館前・RSK本社前"
"美術館前・RSK本社前","ja-Hrkt","ビジュツカンマエアールエスケイホンシャマエ"
"羽仁","en","Hani"
"羽仁","ja","羽仁"
"羽仁","ja-Hrkt","ハニ"
"羽仁橋","en","Hanibashi"
"羽仁橋","ja","羽仁橋"
"羽仁橋","ja-Hrkt","ハニバシ"
"羽根崎町","en","Hanezakicho"
"羽根崎町","ja","羽根崎町"
"羽根崎町","ja-Hrkt","ハネザキチョウ"
"羽賀","en","Haga"
"羽賀","ja","羽賀"
"羽賀","ja-Hrkt","ハガ"
"老人福祉センター","en","Elderly Citizens' Welfare Center"
"老人福祉センター","ja","老人福祉センター"
"老人福祉センター","ja-Hrkt","ロウジンフクシセンター"
"老人福祉センター前","en","Elderly Citizens' Welfare Center-mae"
"老人福祉センター前","ja","老人福祉センター前"
"老人福祉センター前","ja-Hrkt","ロウジンフクシセンターマエ"
"老松町","en","Oimatsucho"
"老松町","ja","老松町"
"老松町","ja-Hrkt","オイマツチョウ"
"みやはら耳鼻科・福浜市営住宅前","en","Mihara-Jibika/Fukuhama Shiei Jutaku"
"みやはら耳鼻科・福浜市営住宅前","ja","みやはら耳鼻科・福浜市営住宅前"
"みやはら耳鼻科・福浜市営住宅前","ja-Hrkt","ミヤハラジビカフクハマシエイジュウタクマエ"
"脇浜車庫","en","Wakihamashako"
"脇浜車庫","ja","脇浜車庫"
"脇浜車庫","ja-Hrkt","ワキハマシャコ"
"脇田入口","en","Waida Iriguchi"
"脇田入口","ja","脇田入口"
"脇田入口","ja-Hrkt","ワイダイリグチ"
"自動車学校入口","en","Jidosha Gakko Iriguchi"
"自動車学校入口","ja","自動車学校入口"
"自動車学校入口","ja-Hrkt","ジドウシャガッコウイリグチ"
"自衛隊前","en","Jieitai-mae"
"自衛隊前","ja","自衛隊前"
"自衛隊前","ja-Hrkt","ジエイタイマエ"
"至孝農","en","Shikouno"
"至孝農","ja","至孝農"
"至孝農","ja-Hrkt","シコウノ"
"臼井橋","en","Usuibashi"
"臼井橋","ja","臼井橋"
"臼井橋","ja-Hrkt","ウスイバシ"
"興陽高校前","en","Koyo Koko-mae（Koyo High School）"
"興陽高校前","ja","興陽高校前"
"興陽高校前","ja-Hrkt","コウヨウコウコウマエ"
"舞地","en","Maiji"
"舞地","ja","舞地"
"舞地","ja-Hrkt","マイジ"
"船山","en","Hunayama"
"船山","ja","船山"
"船山","ja-Hrkt","フナヤマ"
"船越","en","Funakoshi"
"船越","ja","船越"
"船越","ja-Hrkt","フナコシ"
"船輪","en","Funawa"
"船輪","ja","船輪"
"船輪","ja-Hrkt","フナワ"
"花園","en","Hanazono"
"花園","ja","花園"
"花園","ja-Hrkt","ハナゾノ"
"花尻入口","en","Hanajiri Iriguchi"
"花尻入口","ja","花尻入口"
"花尻入口","ja-Hrkt","ハナジリイリグチ"
"花尻あかね町","en","Hanajiri-akanemachi"
"花尻あかね町","ja","花尻あかね町"
"花尻あかね町","ja-Hrkt","ハナジリアカネマチ"
"花尻緑町","en","Hanajiri-midorimachi"
"花尻緑町","ja","花尻緑町"
"花尻緑町","ja-Hrkt","ハナジリミドリマチ"
"花尻郵便局前","en","Hanajiri Yubinkyoku-mae"
"花尻郵便局前","ja","花尻郵便局前"
"花尻郵便局前","ja-Hrkt","ハナジリユウビンキョクマエ"
"芳泉高入口","en","Hosenko Iriguchi"
"芳泉高入口","ja","芳泉高入口"
"芳泉高入口","ja-Hrkt","ホウセンコウイリグチ"
"芳泉高前","en","Hosenko-mae"
"芳泉高前","ja","芳泉高前"
"芳泉高前","ja-Hrkt","ホウセンコウマエ"
"芳田郵便局前","en","Yoshida Yubinkyoku-mae"
"芳田郵便局前","ja","芳田郵便局前"
"芳田郵便局前","ja-Hrkt","ヨシダユウビンキョクマエ"
"芳賀佐山郵便局前","en","Hagasayama Yubinkyoku-mae"
"芳賀佐山郵便局前","ja","芳賀佐山郵便局前"
"芳賀佐山郵便局前","ja-Hrkt","ハガサヤマユウビンキョクマエ"
"芳賀団地","en","Hagadanchi"
"芳賀団地","ja","芳賀団地"
"芳賀団地","ja-Hrkt","ハガダンチ"
"芳賀団地南","en","Hagadanchi-minami"
"芳賀団地南","ja","芳賀団地南"
"芳賀団地南","ja-Hrkt","ハガダンチミナミ"
"芳野公民館前","en","Yoshino Kominkan-mae"
"芳野公民館前","ja","芳野公民館前"
"芳野公民館前","ja-Hrkt","ヨシノコウミンカンマエ"
"芳野病院前","en","Yoshino Byoin-mae"
"芳野病院前","ja","芳野病院前"
"芳野病院前","ja-Hrkt","ヨシノビョウインマエ"
"芽見口","en","Kayami-guchi"
"芽見口","ja","芽見口"
"芽見口","ja-Hrkt","カヤミグチ"
"若葉町","en","Wakabacho"
"若葉町","ja","若葉町"
"若葉町","ja-Hrkt","ワカバチョウ"
"茅町","en","Kayamachi"
"茅町","ja","茅町"
"茅町","ja-Hrkt","カヤマチ"
"茶屋","en","Cyaya"
"茶屋","ja","茶屋"
"茶屋","ja-Hrkt","チャヤ"
"茶屋林","en","Chayabashi"
"茶屋林","ja","茶屋林"
"茶屋林","ja-Hrkt","チャヤバヤシ"
"草加部","en","Kusakabe"
"草加部","ja","草加部"
"草加部","ja-Hrkt","クサカベ"
"草加部上","en","Kusakabe-kami"
"草加部上","ja","草加部上"
"草加部上","ja-Hrkt","クサカベカミ"
"草生上","en","Kusoo-kami"
"草生上","ja","草生上"
"草生上","ja-Hrkt","クソオカミ"
"草生下","en","Kusoo-shimo"
"草生下","ja","草生下"
"草生下","ja-Hrkt","クソオシモ"
"草生中","en","Kusoo-naka"
"草生中","ja","草生中"
"草生中","ja-Hrkt","クソオナカ"
"荒井橋","en","Araibashi"
"荒井橋","ja","荒井橋"
"荒井橋","ja-Hrkt","アライバシ"
"荒田","en","Arata"
"荒田","ja","荒田"
"荒田","ja-Hrkt","アラタ"
"荒田橋","en","Aratabashi"
"荒田橋","ja","荒田橋"
"荒田橋","ja-Hrkt","アラタバシ"
"荒田西","en","Arata-nishi"
"荒田西","ja","荒田西"
"荒田西","ja-Hrkt","アラタニシ"
"荒神山","en","Koujinyama"
"荒神山","ja","荒神山"
"荒神山","ja-Hrkt","コウジンヤマ"
"荘内南","en","Shonai-minami"
"荘内南","ja","荘内南"
"荘内南","ja-Hrkt","ショウナイミナミ"
"荘内支所前","en","Shonai Shisho-mae"
"荘内支所前","ja","荘内支所前"
"荘内支所前","ja-Hrkt","ショウナイシショマエ"
"めぐみ荘前","en","Megumiso-mae"
"めぐみ荘前","ja","めぐみ荘前"
"めぐみ荘前","ja-Hrkt","メグミソウマエ"
"菅","en","Suge"
"菅","ja","菅"
"菅","ja-Hrkt","スゲ"
"菅田","en","Sugeta"
"菅田","ja","菅田"
"菅田","ja-Hrkt","スゲタ"
"菅谷","en","Sugatani"
"菅谷","ja","菅谷"
"菅谷","ja-Hrkt","スガタニ"
"落合上町","en","Ochiaikamimachi"
"落合上町","ja","落合上町"
"落合上町","ja-Hrkt","オチアイカミマチ"
"落合橋","en","Ochiaibashi"
"落合橋","ja","落合橋"
"落合橋","ja-Hrkt","オチアイバシ"
"葛城橋","en","Katsuragibashi"
"葛城橋","ja","葛城橋"
"葛城橋","ja-Hrkt","カツラギバシ"
"葦高小学校東","en","Ashitaka Shogakko-higashi"
"葦高小学校東","ja","葦高小学校東"
"葦高小学校東","ja-Hrkt","アシタカショウガッコウヒガシ"
"葦高小学校正門","en","Ashitaka Shogakko Seimon"
"葦高小学校正門","ja","葦高小学校正門"
"葦高小学校正門","ja-Hrkt","アシタカショウガッコウセイモン"
"蒜山","en","Hiruzen"
"蒜山","ja","蒜山"
"蒜山","ja-Hrkt","ヒルゼン"
"蒜山中学校前","en","Hiruzen Chugakko-mae"
"蒜山中学校前","ja","蒜山中学校前"
"蒜山中学校前","ja-Hrkt","ヒルゼンチュウガッコウマエ"
"蒜山八束庁舎前","en","Hiruzen Yatsukacho"
"蒜山八束庁舎前","ja","蒜山八束庁舎前"
"蒜山八束庁舎前","ja-Hrkt","ヒルゼンヤツカチョウシャマエ"
"蒜山川上庁舎前","en","Hiruzen Kawakamicho"
"蒜山川上庁舎前","ja","蒜山川上庁舎前"
"蒜山川上庁舎前","ja-Hrkt","ヒルゼンカワカミチョウシャマエ"
"蒜山車庫","en","Hiruzen Shako"
"蒜山車庫","ja","蒜山車庫"
"蒜山車庫","ja-Hrkt","ヒルゼンシャコ"
"蓬莱橋夢二美術館前","en","Horaibashi Yumeji Kyodo Bijutsukan-mae (Horaibashi Yumeji Art Museum)"
"蓬莱橋夢二美術館前","ja","蓬莱橋夢二美術館前"
"蓬莱橋夢二美術館前","ja-Hrkt","ホウライバシユメジビジュツカンマエ"
"蓬莱橋・夢二郷土美術館前（構内） ","en","Horaibashi Yumeji Kyodo Bijutsukan-mae (Horaibashi Yumeji Art Museum)"
"蓬莱橋・夢二郷土美術館前（構内） ","ja","蓬莱橋・夢二郷土美術館前（構内） "
"蓬莱橋・夢二郷土美術館前（構内） ","ja-Hrkt","ホウライバシユメジビジュツカンマエ"
"蕃人土手","en","Banjindote"
"蕃人土手","ja","蕃人土手"
"蕃人土手","ja-Hrkt","バンジンドテ"
"薙田","en","Nagita"
"薙田","ja","薙田"
"薙田","ja-Hrkt","ナギタ"
"薬局前","en","Yakkyoku-mae"
"薬局前","ja","薬局前"
"薬局前","ja-Hrkt","ヤッキョクマエ"
"薮田","en","Yabuta"
"薮田","ja","薮田"
"薮田","ja-Hrkt","ヤブタ"
"藤原","en","Fujiwara"
"藤原","ja","藤原"
"藤原","ja-Hrkt","フジワラ"
"藤原上","en","Fujiwara-kami"
"藤原上","ja","藤原上"
"藤原上","ja-Hrkt","フジワラカミ"
"藤原中","en","Fujiwara-naka"
"藤原中","ja","藤原中"
"藤原中","ja-Hrkt","フジワラナカ"
"藤原光町","en","Fujiwara Hikarimachi"
"藤原光町","ja","藤原光町"
"藤原光町","ja-Hrkt","フジワラヒカリマチ"
"藤原団地","en","Fujiwara Danchi"
"藤原団地","ja","藤原団地"
"藤原団地","ja-Hrkt","フジワラダンチ"
"藤原橋","en","Fujiwarabashi"
"藤原橋","ja","藤原橋"
"藤原橋","ja-Hrkt","フジワラバシ"
"藤原西町","en","Fujiwaranishimachi"
"藤原西町","ja","藤原西町"
"藤原西町","ja-Hrkt","フジワラニシマチ"
"藤崎","en","Fujisaki"
"藤崎","ja","藤崎"
"藤崎","ja-Hrkt","フジサキ"
"藤崎町","en","Fujisakicho"
"藤崎町","ja","藤崎町"
"藤崎町","ja-Hrkt","フジサキチョウ"
"藤ノ木公会堂","en","Fujinoki Kokaido"
"藤ノ木公会堂","ja","藤ノ木公会堂"
"藤ノ木公会堂","ja-Hrkt","フジノキコウカイドウ"
"藤田団地北","en","Fujita Danchi-kita"
"藤田団地北","ja","藤田団地北"
"藤田団地北","ja-Hrkt","フジタダンチキタ"
"藤田団地南","en","Fujita Danchi-minami"
"藤田団地南","ja","藤田団地南"
"藤田団地南","ja-Hrkt","フジタダンチミナミ"
"藤田第二小学校沖","en","Fujita Daini Shogakko-oki"
"藤田第二小学校沖","ja","藤田第二小学校沖"
"藤田第二小学校沖","ja-Hrkt","フジタダイニショウガッコウオキ"
"虎倉","en","Kogura"
"虎倉","ja","虎倉"
"虎倉","ja-Hrkt","コグラ"
"虫明","en","Mushiage"
"虫明","ja","虫明"
"虫明","ja-Hrkt","ムシアゲ"
"虫明中","en","Mushiage-naka"
"虫明中","ja","虫明中"
"虫明中","ja-Hrkt","ムシアゲナカ"
"虫明新町","en","Mushiageshinmachi"
"虫明新町","ja","虫明新町"
"虫明新町","ja-Hrkt","ムシアゲシンマチ"
"虫明東","en","Mushiage-higashi"
"虫明東","ja","虫明東"
"虫明東","ja-Hrkt","ムシアゲヒガシ"
"虫明港口","en","Mushiage Minatoguchi"
"虫明港口","ja","虫明港口"
"虫明港口","ja-Hrkt","ムシアゲミナトグチ"
"虫明西","en","Mushiage-nishi"
"虫明西","ja","虫明西"
"虫明西","ja-Hrkt","ムシアゲニシ"
"虫明診療所前","en","Mushiage Shinryosho-mae"
"虫明診療所前","ja","虫明診療所前"
"虫明診療所前","ja-Hrkt","ムシアゲシンリョウショマエ"
"衆楽園市役所前","en","Shurakuen Shiyakusho-mae"
"衆楽園市役所前","ja","衆楽園市役所前"
"衆楽園市役所前","ja-Hrkt","シュウラクエンシヤクショマエ"
"行常","en","Yukitsune"
"行常","ja","行常"
"行常","ja-Hrkt","ユキツネ"
"行方","en","Gyoho"
"行方","ja","行方"
"行方","ja-Hrkt","ギョウホウ"
"行方局前","en","Gyohokyoku-mae"
"行方局前","ja","行方局前"
"行方局前","ja-Hrkt","ギョウホウキョクマエ"
"行方畝","en","Gyohoune"
"行方畝","ja","行方畝"
"行方畝","ja-Hrkt","ギョウホウウネ"
"行方車庫","en","Gyoho Shako"
"行方車庫","ja","行方車庫"
"行方車庫","ja-Hrkt","ギョウホウシャコ"
"行森","en","Yukimori"
"行森","ja","行森"
"行森","ja-Hrkt","ユキモリ"
"裁判所前","en","Saibansho-mae"
"裁判所前","ja","裁判所前"
"裁判所前","ja-Hrkt","サイバンショマエ"
"あおいハイツ西","en","Aoi Haitsu-nishi"
"あおいハイツ西","ja","あおいハイツ西"
"あおいハイツ西","ja-Hrkt","アオイハイツニシ"
"西上","en","Nishi-kami"
"西上","ja","西上"
"西上","ja-Hrkt","ニシカミ"
"西中","en","Nishi-naka"
"西中","ja","西中"
"西中","ja-Hrkt","ニシナカ"
"西中前","en","Nishichu-mae"
"西中前","ja","西中前"
"西中前","ja-Hrkt","ニシチュウマエ"
"西中学校前","en","Nishi Chugakko-mae"
"西中学校前","ja","西中学校前"
"西中学校前","ja-Hrkt","ニシチュウガッコウマエ"
"西之浦浄水場前","en","Nishinoura Josuijo-mae"
"西之浦浄水場前","ja","西之浦浄水場前"
"西之浦浄水場前","ja-Hrkt","ニシノウラジョウスイジョウマエ"
"イオン西入口","en","AEON Nishi-iriguchi"
"イオン西入口","ja","イオン西入口"
"イオン西入口","ja-Hrkt","イオンニシイリグチ"
"西原","en","Nishihara"
"西原","ja","西原"
"西原","ja-Hrkt","ニシハラ"
"西古松","en","Nishi Furumatsu"
"西古松","ja","西古松"
"西古松","ja-Hrkt","ニシフルマツ"
"西坂入口","en","Nishizaka Iriguchi"
"西坂入口","ja","西坂入口"
"西坂入口","ja-Hrkt","ニシザカイリグチ"
"西大寺","en","Saidaiji"
"西大寺","ja","西大寺"
"西大寺","ja-Hrkt","サイダイジ"
"西大寺ふれあいセンター","en","Saidaiji Fureai Center"
"西大寺ふれあいセンター","ja","西大寺ふれあいセンター"
"西大寺ふれあいセンター","ja-Hrkt","サイダイジフレアイセンター"
"西大寺中三丁目","en","Saidaijinaka 3-chome"
"西大寺中三丁目","ja","西大寺中三丁目"
"西大寺中三丁目","ja-Hrkt","サイダイジナカサンチョウメ"
"西大寺中央クリニック前","en","Saidaiji Chuo Clinic-mae (Saidaiji Chuo Hospital)"
"西大寺中央クリニック前","ja","西大寺中央クリニック前"
"西大寺中央クリニック前","ja-Hrkt","サイダイジチュウオウクリニックマエ"
"西大寺新地","en","Saidaijishinchi"
"西大寺新地","ja","西大寺新地"
"西大寺新地","ja-Hrkt","サイダイジシンチ"
"西大寺町","en","Saidaijicho"
"西大寺町","ja","西大寺町"
"西大寺町","ja-Hrkt","サイダイジチョウ"
"西大寺農協前","en","Saidaiji Nokyo-mae"
"西大寺農協前","ja","西大寺農協前"
"西大寺農協前","ja-Hrkt","サイダイジノウキョウマエ"
"西大寺駅","en","Saidaiji Sta."
"西大寺駅","ja","西大寺駅"
"西大寺駅","ja-Hrkt","サイダイジエキ"
"西宮北インター","en","Nishinomiya Inter"
"西宮北インター","ja","西宮北インター"
"西宮北インター","ja-Hrkt","ニシノミヤキタインター"
"西宮名塩","en","Nishinomiyanajio"
"西宮名塩","ja","西宮名塩"
"西宮名塩","ja-Hrkt","ニシノミヤナジオ"
"西小学校前","en","Nishi Shogakko-mae"
"西小学校前","ja","西小学校前"
"西小学校前","ja-Hrkt","ニシショウガッコウマエ"
"西屋","en","Nishiya"
"西屋","ja","西屋"
"西屋","ja-Hrkt","ニシヤ"
"西屋橋","en","Nishiyabashi"
"西屋橋","ja","西屋橋"
"西屋橋","ja-Hrkt","ニシヤバシ"
"西山上","en","Nishiyama-kami"
"西山上","ja","西山上"
"西山上","ja-Hrkt","ニシヤマカミ"
"西山口","en","Nishiyama-guchi"
"西山口","ja","西山口"
"西山口","ja-Hrkt","ニシヤマグチ"
"西岡橋","en","Nishiokabashi"
"西岡橋","ja","西岡橋"
"西岡橋","ja-Hrkt","ニシオカバシ"
"西峪集会所前","en","Nishizako Shukaisho-mae"
"西峪集会所前","ja","西峪集会所前"
"西峪集会所前","ja-Hrkt","ニシザコシュウカイショマエ"
"西川緑道公園前","en","Nishigawa Ryokudo Koen-mae"
"西川緑道公園前","ja","西川緑道公園前"
"西川緑道公園前","ja-Hrkt","ニシガワリョクドウコウエンマエ"
"西市","en","Nishiichi"
